Archive, score, address, username, codeforces, out, score1, score2, score3, score4, score5, exist1, exist2, exist3, exist4, exist5
submitions/submition.tar, 21.79046047815037, EQAdeaoRSNRoV7ABKgr-gx70pSG6XTTPyITnGLTUZNevSYCO, elisalech, None, None, 5.343709479322587, 5.479626304488219, 5.428656158934789, 5.538468535404772, 0, True, True, True, True, True
